Order_ID,Order_Date,Segment,Region,State,City,Category,Subcategory,Product,Quantity,Sales,Discount,Profit
ORD-00227,2024-11-25,Corporate,West,New York,Miami,Technology,Accessories,Smartphone,1,442.23,0.1,27.48
ORD-00228,2025-10-09,Consumer,Central,Georgia,Miami,Furniture,Bookcases,Office Chair,9,1366.25,0.15,218.34
ORD-00229,2023-06-23,Corporate,South,Washington,Atlanta,Furniture,Furnishings,Office Chair,9,524.41,0.0,46.8
ORD-00230,2023-12-14,Home Office,Central,New York,Miami,Office Supplies,Art,Ring Binder,4,589.08,0.1,83.94
ORD-00231,2023-08-02,Corporate,Central,Georgia,Seattle,Office Supplies,Storage,Ring Binder,9,24.32,0.0,4.59
ORD-00232,2025-01-22,Consumer,Central,California,Chicago,Technology,Copiers,Wireless Keyboard,3,310.22,0.15,26.07
ORD-00233,2024-07-08,Corporate,Central,Ohio,Los Angeles,Furniture,Chairs,Conference Table,4,179.88,0.05,38.73
ORD-00234,2025-03-27,Consumer,East,Ohio,Los Angeles,Office Supplies,Paper,Storage Box,9,1230.95,0.1,262.97
ORD-00235,2023-05-07,Consumer,East,New York,New York City,Technology,Phones,Laser Printer,1,597.01,0.15,112.0
ORD-00236,2023-04-13,Corporate,West,California,Chicago,Furniture,Furnishings,Office Chair,10,1087.66,0.2,-44.89
ORD-00237,2025-09-16,Corporate,South,Florida,Houston,Technology,Machines,Smartphone,1,695.23,0.05,43.36
ORD-00238,2025-08-16,Consumer,East,New York,Seattle,Furniture,Chairs,Desk Lamp,9,976.75,0.2,114.75
ORD-00239,2024-03-29,Home Office,Central,Washington,Miami,Technology,Accessories,Smartphone,5,1355.63,0.0,234.27
ORD-00240,2025-09-12,Consumer,West,New York,New York City,Furniture,Chairs,Conference Table,5,202.04,0.1,16.66
ORD-00241,2024-02-24,Corporate,Central,Ohio,New York City,Furniture,Tables,Desk Lamp,3,134.87,0.1,28.15
ORD-00242,2025-12-22,Consumer,West,Florida,Seattle,Office Supplies,Storage,Storage Box,7,491.92,0.1,46.89
ORD-00243,2023-01-07,Consumer,East,Georgia,Miami,Furniture,Furnishings,Wooden Bookcase,4,86.27,0.2,18.44
ORD-00244,2023-05-06,Home Office,West,New York,New York City,Office Supplies,Art,Copy Paper,1,169.86,0.2,11.55
ORD-00245,2025-07-14,Consumer,Central,Illinois,Houston,Office Supplies,Binders,Marker Set,8,1466.63,0.1,97.19
ORD-00246,2023-05-05,Corporate,East,New York,Houston,Office Supplies,Storage,Storage Box,5,448.08,0.3,-43.32
ORD-00247,2024-01-04,Consumer,East,Florida,Houston,Furniture,Bookcases,Wooden Bookcase,4,65.79,0.3,3.35
ORD-00248,2023-12-09,Consumer,East,Illinois,Columbus,Furniture,Chairs,Office Chair,3,547.15,0.2,95.95
ORD-00249,2023-12-25,Home Office,West,Illinois,Miami,Furniture,Tables,Wooden Bookcase,4,533.97,0.1,26.6
ORD-00250,2023-04-14,Consumer,West,New York,Chicago,Technology,Accessories,Laser Printer,6,862.68,0.15,44.57
ORD-00251,2023-03-05,Home Office,West,Ohio,New York City,Furniture,Chairs,Office Chair,5,906.7,0.05,135.55
ORD-00252,2024-07-11,Consumer,Central,California,Atlanta,Office Supplies,Storage,Marker Set,10,1417.18,0.0,221.67
ORD-00253,2024-02-11,Corporate,East,New York,Los Angeles,Office Supplies,Paper,Marker Set,9,556.16,0.15,114.86
ORD-00254,2023-04-26,Home Office,South,Illinois,,Technology,Machines,Photocopier,1,967.49,0.05,89.48
ORD-00255,2023-10-14,Consumer,Central,Washington,Columbus,Technology,Machines,USB Hub,7,48.29,0.1,7.82
ORD-00256,2024-11-26,Corporate,West,Ohio,Chicago,Office Supplies,Paper,Copy Paper,9,1194.22,0.3,-99.18
ORD-00257,2023-01-01,Consumer,Central,Florida,Los Angeles,Technology,Accessories,Laser Printer,5,28.39,0.3,2.49
ORD-00258,2025-03-12,Home Office,East,Washington,Atlanta,Furniture,Furnishings,Wooden Bookcase,4,622.52,0.0,81.07
ORD-00259,2023-12-24,Home Office,East,Illinois,Chicago,Furniture,Chairs,Desk Lamp,2,133.76,0.1,25.06
ORD-00260,2024-05-22,Home Office,Central,Georgia,Seattle,Office Supplies,Paper,Copy Paper,2,435.89,0.2,88.58
ORD-00261,2025-07-01,Consumer,South,Illinois,Seattle,Technology,Accessories,USB Hub,9,344.53,0.0,34.23
ORD-00262,2025-10-30,Corporate,Central,Washington,Seattle,Furniture,Tables,Wooden Bookcase,4,944.68,0.0,195.55
ORD-00263,2024-12-03,Corporate,West,Washington,Columbus,Office Supplies,Art,Address Labels,4,231.46,0.2,9.9
ORD-00264,2025-05-22,Home Office,West,Texas,Seattle,Office Supplies,Paper,Copy Paper,1,490.03,0.0,82.11
ORD-00265,2025-07-28,Consumer,West,California,Columbus,Office Supplies,Binders,Copy Paper,9,142.42,0.3,27.15
ORD-00266,2025-06-29,Corporate,West,Florida,Miami,Furniture,Bookcases,Conference Table,3,662.05,0.3,-25.04
ORD-00267,2024-09-23,Consumer,South,Texas,Chicago,Furniture,Chairs,Conference Table,7,26.46,0.0,5.66
ORD-00268,2025-03-03,Home Office,South,California,Miami,Furniture,Furnishings,Desk Lamp,9,175.94,0.2,30.5
ORD-00269,2023-08-15,Consumer,South,Florida,Atlanta,Furniture,Tables,Desk Lamp,9,97.49,0.2,4.25
ORD-00270,2025-08-09,Corporate,Central,Ohio,New York City,Technology,Accessories,Smartphone,6,339.3,0.15,51.79
ORD-00271,2024-06-23,Consumer,South,Florida,Columbus,Technology,Copiers,Wireless Keyboard,8,712.87,0.1,40.97
ORD-00272,2025-12-03,Consumer,East,Ohio,Houston,Furniture,Chairs,Office Chair,5,1038.31,0.0,269.49
ORD-00273,2023-04-21,Home Office,East,New York,Los Angeles,Furniture,Furnishings,Conference Table,6,805.79,0.1,15.37
ORD-00274,2025-02-22,Home Office,East,California,Miami,Office Supplies,Art,Copy Paper,1,791.52,0.3,36.67
ORD-00275,2024-10-26,Home Office,East,Illinois,Columbus,Technology,Machines,Smartphone,1,1113.76,0.0,220.11
ORD-00276,2023-11-03,Home Office,Central,Washington,Miami,Technology,Phones,Photocopier,9,829.51,0.2,116.38
ORD-00277,2024-05-03,Consumer,West,Georgia,New York City,Furniture,Tables,Wooden Bookcase,2,912.87,0.1,18.4
ORD-00278,2024-06-23,Corporate,West,Georgia,Miami,Office Supplies,Binders,Address Labels,6,561.21,0.0,53.34
ORD-00279,2024-04-05,Home Office,South,Illinois,New York City,Office Supplies,Binders,Copy Paper,5,800.35,0.3,-31.0
ORD-00280,2024-07-12,Corporate,West,Ohio,Atlanta,Furniture,Chairs,Wooden Bookcase,9,1041.2,0.15,220.46
ORD-00281,2023-01-15,Corporate,East,California,Houston,Furniture,Bookcases,Desk Lamp,10,1025.84,0.0,116.11
ORD-00282,2024-06-03,Corporate,South,Ohio,New York City,Office Supplies,Paper,Address Labels,1,222.76,0.3,18.37
ORD-00283,2024-03-21,Home Office,South,Florida,Atlanta,Office Supplies,Binders,Marker Set,9,344.29,0.1,83.54
ORD-00284,2025-03-07,Home Office,East,Florida,Miami,Office Supplies,Paper,Copy Paper,2,1053.5,0.05,252.83
ORD-00285,2025-04-12,Home Office,East,Georgia,Miami,Furniture,Tables,Desk Lamp,7,1176.4,0.3,79.22
ORD-00286,2023-06-20,Corporate,West,Illinois,Miami,Furniture,Chairs,Conference Table,5,348.67,0.05,77.34
ORD-00287,2023-01-10,Home Office,South,California,Chicago,Technology,Accessories,USB Hub,4,447.55,0.05,103.68
ORD-00288,2024-12-18,Consumer,Central,New York,Miami,Furniture,Chairs,Wooden Bookcase,1,1185.57,0.05,196.53
ORD-00289,2023-11-11,Home Office,East,Texas,Chicago,Furniture,Tables,Office Chair,9,77.62,0.0,7.01
ORD-00290,2025-04-03,Home Office,West,Illinois,Atlanta,Furniture,Chairs,Office Chair,3,652.7,0.05,153.08
ORD-00291,2023-05-12,Corporate,West,Illinois,Chicago,Technology,Machines,Wireless Keyboard,7,724.98,0.1,41.7
ORD-00292,2024-04-19,Corporate,West,Washington,Columbus,Furniture,Furnishings,Wooden Bookcase,4,456.96,0.2,57.71
ORD-00293,2025-10-24,Corporate,West,Texas,Chicago,Technology,Copiers,USB Hub,3,783.18,0.1,28.15
ORD-00294,2025-04-04,Consumer,East,Illinois,Columbus,Furniture,Chairs,Wooden Bookcase,9,110.77,0.05,22.85
ORD-00295,2023-12-08,Home Office,Central,Florida,New York City,Technology,Accessories,USB Hub,4,1450.93,0.0,293.81
ORD-00296,2025-05-18,Corporate,East,Texas,Columbus,Furniture,Chairs,Wooden Bookcase,9,394.16,0.05,25.78
ORD-00297,2023-08-01,Corporate,South,Georgia,Atlanta,Technology,Accessories,Photocopier,6,894.14,0.15,10.92
ORD-00298,2023-01-10,Consumer,South,Ohio,Los Angeles,Office Supplies,Storage,Copy Paper,6,412.68,0.15,20.48
ORD-00299,2024-07-16,Consumer,Central,California,Seattle,Furniture,Chairs,Conference Table,4,1459.18,,98.59
ORD-00300,2024-05-23,Home Office,South,Washington,Houston,Technology,Machines,Smartphone,9,425.63,0.2,17.18
ORD-00301,2024-07-14,Home Office,Central,New York,Los Angeles,Office Supplies,Art,Marker Set,7,832.98,0.05,119.37
ORD-00302,2025-04-05,Corporate,South,Florida,New York City,Office Supplies,Binders,Storage Box,1,1455.98,0.1,85.61
ORD-00303,2023-07-12,Home Office,Central,California,Atlanta,Technology,Accessories,Smartphone,5,1083.31,0.2,-9.5
ORD-00304,2024-03-27,Corporate,West,New York,New York City,Technology,Machines,Photocopier,7,488.49,0.2,67.54
ORD-00305,2024-05-14,Home Office,West,Washington,New York City,Office Supplies,Storage,Copy Paper,8,96.72,0.1,8.78
ORD-00306,2025-04-25,Consumer,East,California,Chicago,Technology,Copiers,Smartphone,5,121.16,0.2,6.35
ORD-00307,2024-03-27,Home Office,South,Texas,Columbus,Technology,Accessories,USB Hub,1,969.77,0.15,160.5
ORD-00308,2025-04-10,Corporate,West,Florida,Chicago,Technology,Copiers,USB Hub,10,1373.8,0.0,210.92
ORD-00309,2024-02-29,Consumer,West,Ohio,Los Angeles,Office Supplies,Paper,Address Labels,1,532.86,0.05,53.63
ORD-00310,2023-06-15,Corporate,East,Florida,Atlanta,Furniture,Bookcases,Desk Lamp,6,233.03,0.1,7.76
ORD-00311,2024-01-02,Home Office,West,New York,Miami,Technology,Phones,Photocopier,2,415.76,0.0,113.07
ORD-00312,2023-04-10,Consumer,West,Georgia,Columbus,Office Supplies,Binders,Ring Binder,2,1301.82,0.3,27.51
ORD-00313,2025-05-17,Corporate,West,Illinois,New York City,Technology,Machines,Laser Printer,2,572.86,0.0,111.32
ORD-00314,2023-02-15,Corporate,West,New York,Los Angeles,Technology,Phones,Smartphone,10,1114.32,0.0,226.15
ORD-00315,2024-01-02,Consumer,South,Florida,New York City,Technology,Accessories,Wireless Keyboard,4,662.92,0.15,-4.72
ORD-00316,2023-02-08,Consumer,Central,Texas,Houston,Furniture,Bookcases,Office Chair,1,1231.19,0.0,319.68
ORD-00317,2023-10-23,Corporate,Central,New York,Atlanta,Furniture,Chairs,Conference Table,2,1104.45,0.15,202.86
ORD-00318,2023-11-15,Home Office,East,Washington,New York City,Technology,Accessories,Wireless Keyboard,8,316.42,0.15,47.63
ORD-00319,2023-10-22,Corporate,Central,California,Chicago,Office Supplies,Storage,Copy Paper,1,1300.49,0.3,276.36
ORD-00320,2025-01-11,Home Office,Central,Texas,New York City,Technology,Phones,Wireless Keyboard,10,759.16,0.1,25.82
ORD-00321,2023-09-13,Corporate,East,California,Chicago,Office Supplies,Paper,Storage Box,7,103.14,0.1,25.58
ORD-00322,2025-10-04,Corporate,Central,California,Columbus,Technology,Machines,Wireless Keyboard,5,1184.05,0.3,99.07
ORD-00323,2023-07-15,Consumer,South,Florida,Chicago,Technology,Copiers,Laser Printer,8,839.0,0.05,179.43
ORD-00324,2024-09-13,Consumer,East,Georgia,Seattle,Furniture,Chairs,Wooden Bookcase,10,572.81,0.05,51.75
ORD-00325,2024-10-23,Home Office,South,Illinois,New York City,Furniture,Chairs,Conference Table,9,1291.05,0.15,210.84
ORD-00326,2024-10-14,Consumer,South,Ohio,Los Angeles,Technology,Accessories,Smartphone,4,359.81,0.0,31.67
ORD-00327,2023-10-16,Corporate,East,Ohio,Columbus,Office Supplies,Labels,Marker Set,1,633.02,0.15,144.75
ORD-00328,2025-10-31,Corporate,West,Texas,Los Angeles,Technology,Copiers,Laser Printer,7,105.44,0.05,9.85
ORD-00329,2023-01-19,Consumer,South,California,Columbus,Technology,Phones,Smartphone,3,1050.72,0.15,38.86
ORD-00330,2023-07-24,Home Office,East,Illinois,Atlanta,Technology,Phones,Smartphone,1,753.64,0.3,-19.65
ORD-00331,2025-10-27,Home Office,Central,Texas,Los Angeles,Furniture,Bookcases,Office Chair,10,771.55,0.1,3.5
ORD-00332,2024-02-20,Consumer,South,Washington,Chicago,Furniture,Bookcases,Office Chair,10,394.84,0.0,85.44
ORD-00333,2025-08-04,Home Office,East,Georgia,Los Angeles,Furniture,Chairs,Office Chair,6,1191.51,0.1,47.0
ORD-00334,2023-02-26,Corporate,South,Illinois,Columbus,Furniture,Bookcases,Wooden Bookcase,8,42.95,0.05,3.94
ORD-00335,2025-12-08,Consumer,West,Florida,Seattle,Office Supplies,Art,Ring Binder,2,575.69,0.2,17.26
ORD-00336,2023-07-25,Corporate,South,New York,New York City,Technology,Accessories,USB Hub,8,121.7,0.05,16.27
ORD-00337,2024-07-14,Corporate,East,New York,Houston,Office Supplies,Storage,Storage Box,9,27.86,0.2,4.26
ORD-00338,2025-03-17,Consumer,Central,Texas,Houston,Furniture,Furnishings,Desk Lamp,10,1142.58,0.0,111.59
ORD-00339,2025-07-13,Corporate,Central,Washington,Miami,Technology,Machines,Photocopier,10,1364.18,0.2,139.05
ORD-00340,2023-09-24,Corporate,East,Ohio,Houston,Office Supplies,Labels,Address Labels,6,591.59,0.1,31.15
ORD-00341,2024-05-28,Consumer,West,New York,Seattle,Office Supplies,Art,Copy Paper,2,586.54,0.2,59.86
ORD-00342,2025-09-16,Consumer,East,New York,Columbus,Office Supplies,Binders,Storage Box,5,1048.07,0.0,195.9
ORD-00343,2023-12-06,Corporate,West,Washington,Seattle,Technology,Phones,Photocopier,1,659.87,0.0,72.39
ORD-00344,2024-11-20,Corporate,South,Illinois,Miami,Furniture,Furnishings,Wooden Bookcase,6,654.9,0.0,110.2
ORD-00345,2025-06-11,Home Office,East,Texas,Houston,Technology,Copiers,USB Hub,6,160.48,0.3,-2.74
ORD-00346,2023-09-10,Home Office,Central,New York,New York City,Furniture,Tables,Wooden Bookcase,1,1442.52,0.2,266.45
ORD-00347,2024-04-06,Home Office,South,Ohio,Columbus,Office Supplies,Art,Address Labels,8,943.14,0.2,-42.21
ORD-00348,2023-05-18,Consumer,South,Georgia,Chicago,Technology,Accessories,Laser Printer,3,879.81,0.3,112.36
ORD-00349,2025-05-04,Home Office,Central,Florida,Atlanta,Office Supplies,Labels,Storage Box,8,581.11,0.05,99.62
ORD-00350,2023-06-19,Corporate,West,Texas,Miami,Furniture,Bookcases,Office Chair,4,1411.1,0.1,305.75
ORD-00351,2025-07-28,Consumer,West,Washington,New York City,Technology,Machines,Wireless Keyboard,5,100.5,0.15,25.51
ORD-00352,2024-09-07,Consumer,West,Washington,Miami,Office Supplies,Storage,Ring Binder,6,693.65,0.15,149.04
ORD-00353,2024-06-15,Corporate,South,Washington,Miami,Office Supplies,Binders,Storage Box,6,813.18,0.1,101.44
ORD-00354,2025-05-25,Corporate,East,Florida,Columbus,Furniture,Chairs,Conference Table,8,899.24,0.15,29.67
ORD-00355,2025-04-09,Corporate,West,Washington,Atlanta,Furniture,Furnishings,Desk Lamp,7,762.33,0.3,92.15
ORD-00356,2024-04-09,Consumer,South,New York,Miami,Technology,Copiers,Smartphone,7,936.11,0.3,167.82
ORD-00357,2025-07-13,Corporate,Central,California,Atlanta,Technology,Phones,Photocopier,3,836.78,0.2,91.14
ORD-00358,2024-04-29,Home Office,East,Georgia,Houston,Technology,Copiers,Wireless Keyboard,4,1460.15,0.2,304.6
ORD-00359,2025-05-11,Consumer,East,Georgia,Atlanta,Technology,Copiers,Laser Printer,8,211.92,0.05,23.28
ORD-00360,2024-01-18,Corporate,West,Washington,Houston,Furniture,Tables,Conference Table,8,249.29,0.0,40.25
ORD-00361,2025-12-24,Home Office,West,Georgia,Columbus,Office Supplies,Labels,Copy Paper,7,1476.67,0.05,298.94
ORD-00362,2025-08-29,Home Office,Central,Georgia,Houston,Office Supplies,Binders,Address Labels,8,1003.02,0.0,60.52
ORD-00363,2025-09-07,Corporate,Central,Georgia,Miami,Furniture,Chairs,Desk Lamp,2,716.88,0.15,80.42
ORD-00364,2023-07-06,Home Office,West,Texas,Atlanta,Technology,Phones,Laser Printer,9,780.5,0.3,79.61
ORD-00365,2023-11-06,Corporate,Central,Florida,Houston,Office Supplies,Storage,Address Labels,4,1455.95,0.3,216.44
ORD-00366,2025-01-27,Home Office,Central,Ohio,New York City,Technology,Accessories,Photocopier,2,1356.72,0.15,170.56
ORD-00367,2025-04-06,Home Office,East,New York,Atlanta,Office Supplies,Binders,Storage Box,5,279.18,0.15,19.36
ORD-00368,2023-10-03,Corporate,Central,Illinois,Seattle,Office Supplies,Art,Marker Set,4,1130.39,0.0,175.68
ORD-00369,2023-11-24,Consumer,West,Texas,New York City,Furniture,Furnishings,Conference Table,8,1388.29,0.2,229.13
ORD-00370,2025-07-01,Corporate,South,Texas,Columbus,Furniture,Chairs,Desk Lamp,7,1404.05,0.05,275.16
ORD-00371,2024-09-19,Home Office,West,Washington,Los Angeles,Technology,Phones,USB Hub,9,713.13,0.2,-3.03
ORD-00372,2025-10-21,Home Office,West,California,Columbus,Office Supplies,Binders,Ring Binder,3,1135.53,0.0,144.53
ORD-00373,2023-04-17,Home Office,Central,Georgia,Atlanta,Furniture,Tables,Office Chair,8,315.77,0.0,57.07
ORD-00374,2024-01-25,Home Office,Central,Illinois,Chicago,Furniture,Furnishings,Conference Table,6,117.92,0.0,28.32
ORD-00375,2025-12-22,Consumer,South,New York,Atlanta,Furniture,Chairs,Wooden Bookcase,8,1401.14,0.05,236.34
ORD-00376,2023-06-26,Home Office,East,Washington,Chicago,Office Supplies,Art,Copy Paper,4,1445.77,0.0,310.39
ORD-00377,2025-03-06,Corporate,East,Florida,New York City,Technology,Copiers,Laser Printer,1,151.7,0.3,-0.5
ORD-00378,2024-04-16,Home Office,South,California,Seattle,Office Supplies,Art,Marker Set,7,1452.75,0.1,207.77
ORD-00379,2023-06-01,Corporate,East,Florida,Atlanta,Office Supplies,Paper,Ring Binder,5,189.9,0.3,24.88
ORD-00380,2023-12-17,Home Office,East,Washington,Houston,Furniture,Chairs,Desk Lamp,2,1345.43,0.3,-15.43
ORD-00381,2023-05-29,Corporate,East,Ohio,,Furniture,Tables,Office Chair,9,1297.44,0.2,27.62
ORD-00382,2025-11-14,Home Office,East,Ohio,Miami,Office Supplies,Labels,Copy Paper,5,883.74,0.05,110.95
ORD-00383,2024-12-26,Home Office,South,Texas,Chicago,Technology,Machines,Photocopier,8,992.41,0.2,88.53
ORD-00384,2023-11-07,Consumer,South,Illinois,Atlanta,Furniture,Furnishings,Wooden Bookcase,5,195.69,0.3,11.6
ORD-00385,2024-12-17,Home Office,South,Ohio,New York City,Office Supplies,Binders,Marker Set,8,458.61,0.3,27.87
ORD-00386,2024-11-04,Home Office,East,Illinois,Atlanta,Furniture,Bookcases,Wooden Bookcase,7,191.24,0.0,32.59
ORD-00387,2024-11-24,Corporate,Central,California,Seattle,Furniture,Bookcases,Office Chair,10,1238.86,0.2,129.72
ORD-00388,2023-06-15,Consumer,East,Texas,Chicago,Office Supplies,Binders,Ring Binder,1,550.34,0.3,67.53
ORD-00389,2024-02-19,Consumer,Central,New York,Chicago,Furniture,Bookcases,Conference Table,5,322.29,0.0,66.46
ORD-00390,2024-01-25,Corporate,East,Washington,Chicago,Technology,Phones,Wireless Keyboard,6,988.16,0.15,41.28
ORD-00391,2025-01-20,Home Office,South,Washington,New York City,Office Supplies,Labels,Marker Set,3,133.67,0.05,21.6
ORD-00392,2023-12-21,Consumer,South,New York,,Furniture,Chairs,Office Chair,4,631.5,0.15,114.38
ORD-00393,2024-03-04,Corporate,West,New York,Atlanta,Technology,Accessories,Photocopier,10,268.94,0.2,36.3
ORD-00394,2025-05-25,Home Office,South,Illinois,Houston,Technology,Machines,Smartphone,3,581.83,0.05,63.09
ORD-00395,2024-07-25,Home Office,Central,Illinois,Chicago,Office Supplies,Paper,Copy Paper,2,1240.22,0.0,299.6
ORD-00396,2023-10-15,Corporate,West,Illinois,Seattle,Office Supplies,Labels,Marker Set,10,1269.43,0.1,181.3
ORD-00397,2025-08-16,Consumer,East,New York,New York City,Office Supplies,Storage,Storage Box,4,366.17,0.0,90.5
ORD-00398,2025-02-17,Home Office,West,Ohio,Atlanta,Technology,Accessories,Smartphone,10,58.14,0.15,7.85
ORD-00399,2023-05-05,Home Office,Central,Washington,Houston,Furniture,Bookcases,Office Chair,5,474.68,0.1,60.73
ORD-00400,2025-10-13,Corporate,South,California,Houston,Furniture,Furnishings,Desk Lamp,10,524.01,0.2,13.67
ORD-00401,2024-11-15,Consumer,South,New York,Chicago,Office Supplies,Paper,Storage Box,7,220.48,0.0,55.06
ORD-00402,2024-04-27,Home Office,South,Georgia,Los Angeles,Office Supplies,Paper,Storage Box,5,1102.11,0.3,168.31
ORD-00403,2024-10-03,Home Office,West,Florida,Chicago,Technology,Copiers,Wireless Keyboard,10,427.35,0.15,12.66
ORD-00404,2023-01-17,Home Office,West,Illinois,Columbus,Technology,Machines,Photocopier,1,354.6,0.2,83.14
ORD-00405,2025-08-27,Corporate,Central,Ohio,Seattle,Office Supplies,Labels,Marker Set,7,95.91,0.1,11.99
ORD-00406,2023-03-05,Consumer,South,Illinois,Houston,Technology,Accessories,Photocopier,5,1145.04,0.0,96.56
ORD-00407,2024-04-15,Consumer,East,Florida,Columbus,Office Supplies,Paper,Address Labels,2,306.28,0.15,8.67
ORD-00408,2024-08-04,Corporate,South,New York,New York City,Technology,Copiers,Smartphone,4,1015.13,0.2,103.93
ORD-00409,2023-10-05,Consumer,South,Ohio,New York City,Office Supplies,Labels,Marker Set,10,71.71,0.3,-2.85
ORD-00410,2024-01-19,Home Office,South,Texas,Columbus,Technology,Machines,Photocopier,3,875.15,0.2,43.59
ORD-00411,2023-05-24,Consumer,East,Texas,Houston,Office Supplies,Storage,Marker Set,7,1402.96,0.15,256.23
ORD-00412,2025-09-18,Consumer,West,Washington,Los Angeles,Technology,Accessories,Wireless Keyboard,1,985.1,0.2,149.53
ORD-00413,2024-05-07,Home Office,West,Texas,New York City,Technology,Accessories,Laser Printer,3,500.01,0.15,63.22
ORD-00414,2025-02-16,Consumer,East,Florida,Los Angeles,Office Supplies,Art,Marker Set,10,365.33,0.15,69.57
ORD-00415,2023-12-29,Corporate,Central,Ohio,Los Angeles,Furniture,Tables,Desk Lamp,9,1495.43,0.0,279.13
ORD-00416,2025-02-26,Consumer,Central,Texas,Atlanta,Furniture,Furnishings,Conference Table,7,954.44,0.1,150.17
ORD-00417,2024-06-07,Home Office,East,Texas,Chicago,Technology,Accessories,Smartphone,5,873.78,0.1,132.46
ORD-00418,2023-11-28,Corporate,West,Ohio,Houston,Office Supplies,Labels,Copy Paper,6,232.06,0.15,14.63
ORD-00419,2023-06-13,Consumer,Central,Georgia,Los Angeles,Furniture,Furnishings,Desk Lamp,4,1419.97,0.05,54.61
ORD-00420,2024-12-10,Corporate,Central,Georgia,New York City,Technology,Phones,Photocopier,1,1004.28,0.1,112.58
ORD-00421,2023-04-19,Consumer,South,Florida,Houston,Furniture,Chairs,Conference Table,4,974.46,0.05,89.1
ORD-00422,2023-07-09,Corporate,Central,Florida,New York City,Furniture,Bookcases,Wooden Bookcase,7,1226.61,0.2,158.91
ORD-00423,2025-04-16,Corporate,Central,Washington,Columbus,Furniture,Tables,Wooden Bookcase,9,597.05,0.1,40.42
ORD-00424,2023-07-12,Home Office,Central,Ohio,Houston,Technology,Machines,Laser Printer,10,725.16,0.05,98.61
ORD-00425,2024-12-09,Home Office,Central,New York,Miami,Furniture,Furnishings,Wooden Bookcase,4,1056.91,0.2,191.05
ORD-00426,2023-02-21,Consumer,South,Illinois,Chicago,Office Supplies,Storage,Address Labels,5,1198.83,0.0,122.27
ORD-00427,2025-11-09,Consumer,South,New York,Chicago,Office Supplies,Storage,Copy Paper,8,104.4,0.0,19.28
ORD-00428,2024-09-01,Corporate,East,New York,New York City,Office Supplies,Storage,Copy Paper,3,1040.18,0.05,104.48
ORD-00429,2024-01-11,Corporate,West,New York,Miami,Furniture,Bookcases,Desk Lamp,7,968.63,0.1,47.07
ORD-00430,2024-08-22,Corporate,South,Illinois,Chicago,Office Supplies,Art,Storage Box,9,1463.27,0.2,4.45
ORD-00431,2024-03-04,Home Office,South,Ohio,Houston,Technology,Copiers,Smartphone,7,490.61,0.1,38.61
ORD-00432,2025-03-08,Home Office,West,Ohio,Columbus,Furniture,Bookcases,Office Chair,1,177.38,0.0,47.26
ORD-00433,2024-07-29,Home Office,East,Texas,New York City,Office Supplies,Binders,Storage Box,6,979.39,0.0,232.27
ORD-00434,2024-01-26,Corporate,Central,California,Houston,Office Supplies,Binders,Copy Paper,2,614.16,0.05,39.54
ORD-00435,2023-03-12,Corporate,West,New York,Columbus,Office Supplies,Art,Ring Binder,2,1310.43,0.1,103.93
ORD-00436,2024-01-12,Corporate,South,New York,Atlanta,Office Supplies,Art,Storage Box,2,274.69,0.2,19.62
ORD-00437,2025-11-28,Corporate,Central,Washington,Atlanta,Technology,Copiers,USB Hub,9,1246.09,0.0,198.97
ORD-00438,2023-09-10,Home Office,East,Illinois,Seattle,Office Supplies,Art,Copy Paper,1,498.19,0.3,17.83
ORD-00439,2023-02-02,Consumer,East,Washington,Columbus,Office Supplies,Storage,Address Labels,10,1218.32,0.3,-149.0
ORD-00440,2023-09-28,Corporate,Central,California,New York City,Furniture,Furnishings,Wooden Bookcase,2,973.06,0.05,41.42
ORD-00441,2023-12-30,Consumer,East,Illinois,Houston,Technology,Accessories,Photocopier,10,672.9,0.0,74.58
ORD-00442,2024-05-17,Consumer,South,Ohio,Houston,Office Supplies,Paper,Marker Set,9,41.56,0.0,10.36
ORD-00443,2024-02-20,Corporate,Central,Texas,Chicago,Technology,Machines,Smartphone,5,914.45,0.2,116.78
ORD-00444,2025-02-16,Home Office,South,Washington,New York City,Technology,Accessories,USB Hub,3,95.7,0.05,14.41
ORD-00445,2024-03-26,Consumer,South,Florida,New York City,Technology,Accessories,Photocopier,8,869.32,0.1,186.08
ORD-00446,2023-08-14,Corporate,South,Washington,Seattle,Furniture,Chairs,Office Chair,9,1356.09,0.1,172.57
ORD-00447,2025-07-25,Consumer,East,Florida,Los Angeles,Office Supplies,Binders,Ring Binder,4,550.05,0.3,19.28
ORD-00448,2023-06-28,Home Office,East,Florida,Houston,Office Supplies,Labels,Storage Box,8,627.97,0.1,84.37
ORD-00449,2025-07-10,Home Office,Central,Texas,Atlanta,Furniture,Furnishings,Conference Table,8,833.8,0.3,-22.65
ORD-00450,2025-12-25,Corporate,East,Texas,Seattle,Furniture,Chairs,Desk Lamp,10,829.45,0.1,206.14
ORD-00451,2024-06-21,Consumer,South,New York,Seattle,Office Supplies,Binders,Storage Box,6,1100.76,0.1,163.0
ORD-00452,2025-07-03,Home Office,West,Washington,Miami,Office Supplies,Storage,Copy Paper,4,1302.31,0.0,272.41
ORD-00453,2024-10-23,Corporate,East,Washington,Miami,Technology,Copiers,USB Hub,3,606.08,0.0,52.43
