Order_ID,Order_Date,Segment,Region,State,City,Category,Subcategory,Product,Quantity,Sales,Discount,Profit,Year,Month,Month_Name,Year_Month,Profit_Margin,Order_Month
ORD-00156,2024-10-31,Corporate,South,Florida,New York City,Office Supplies,Storage,Address Labels,2,611.86,0.3,80.13,2024,10,Oct,2024-10,0.1309613310234367,2024-10
ORD-00157,2025-08-16,Home Office,East,Washington,Chicago,Technology,Machines,Photocopier,8,1194.24,0.0,311.8,2025,8,Aug,2025-08,0.26108654876741694,2025-08
ORD-00158,2025-06-09,Home Office,West,Illinois,Houston,Office Supplies,Binders,Marker Set,7,964.22,0.1,131.93,2025,6,Jun,2025-06,0.13682562070896684,2025-06
ORD-00159,2025-05-08,Consumer,Central,Illinois,Houston,Technology,Accessories,Wireless Keyboard,5,467.05,0.15,84.26,2025,5,May,2025-05,0.18040894979124292,2025-05
ORD-00160,2023-08-30,Home Office,West,Texas,Unknown,Furniture,Tables,Wooden Bookcase,5,268.66,0.15,58.35,2023,8,Aug,2023-08,0.21718901213429612,2023-08
ORD-00161,2024-10-11,Home Office,Central,Washington,New York City,Furniture,Tables,Desk Lamp,9,598.54,0.1,62.77,2024,10,Oct,2024-10,0.10487185484679387,2024-10
ORD-00162,2024-09-28,Corporate,East,New York,Houston,Technology,Machines,USB Hub,7,1092.28,0.0,140.3,2024,9,Sep,2024-09,0.12844691837257846,2024-09
ORD-00163,2023-12-19,Consumer,East,Florida,Atlanta,Office Supplies,Paper,Address Labels,4,303.96,0.05,26.83,2023,12,Dec,2023-12,0.0882681931833136,2023-12
ORD-00164,2023-06-09,Home Office,East,Florida,Chicago,Furniture,Chairs,Desk Lamp,5,421.3,0.1,77.89,2023,6,Jun,2023-06,0.18488013292190839,2023-06
ORD-00165,2023-12-20,Corporate,South,Florida,Houston,Office Supplies,Storage,Copy Paper,7,708.5,0.0,127.05,2023,12,Dec,2023-12,0.17932251235003527,2023-12
ORD-00166,2024-03-21,Corporate,South,California,Unknown,Furniture,Chairs,Wooden Bookcase,9,1236.27,0.0,147.36,2024,3,Mar,2024-03,0.11919726273386883,2024-03
ORD-00167,2023-12-30,Corporate,South,Florida,New York City,Technology,Copiers,USB Hub,1,1266.21,0.1,226.61,2023,12,Dec,2023-12,0.17896715394760743,2023-12
ORD-00168,2025-01-07,Corporate,Central,Georgia,Miami,Technology,Copiers,Smartphone,4,468.63,0.05,58.88,2025,1,Jan,2025-01,0.12564283123146192,2025-01
ORD-00169,2023-11-07,Corporate,Central,New York,New York City,Technology,Phones,Smartphone,6,1380.7,0.1,311.52,2023,11,Nov,2023-11,0.22562468313174475,2023-11
ORD-00170,2023-05-14,Consumer,East,Ohio,Houston,Office Supplies,Art,Ring Binder,3,1189.25,0.05,63.67,2023,5,May,2023-05,0.05353794408240488,2023-05
ORD-00171,2023-09-23,Corporate,South,Texas,Columbus,Office Supplies,Storage,Copy Paper,9,871.24,0.1,71.3,2023,9,Sep,2023-09,0.08183738120380148,2023-09
ORD-00172,2024-04-27,Home Office,East,Ohio,Chicago,Furniture,Tables,Desk Lamp,9,1241.3,0.15,33.69,2024,4,Apr,2024-04,0.02714090066865383,2024-04
ORD-00173,2024-06-26,Consumer,Central,Florida,Miami,Furniture,Bookcases,Desk Lamp,4,670.48,0.0,132.35,2024,6,Jun,2024-06,0.1973958954778666,2024-06
ORD-00174,2025-02-16,Home Office,South,New York,Seattle,Office Supplies,Paper,Marker Set,9,106.08,0.3,-7.53,2025,2,Feb,2025-02,-0.0709841628959276,2025-02
ORD-00175,2023-07-09,Consumer,Central,New York,Chicago,Furniture,Bookcases,Wooden Bookcase,3,283.09,0.15,36.71,2023,7,Jul,2023-07,0.12967607474654705,2023-07
ORD-00176,2025-12-22,Corporate,West,Florida,Chicago,Furniture,Chairs,Wooden Bookcase,5,1332.17,0.1,88.42,2025,12,Dec,2025-12,0.06637291036429284,2025-12
ORD-00177,2024-01-21,Home Office,East,Illinois,Columbus,Office Supplies,Labels,Address Labels,5,48.4,0.05,10.48,2024,1,Jan,2024-01,0.21652892561983472,2024-01
ORD-00178,2024-05-07,Corporate,Central,Illinois,Houston,Technology,Phones,Smartphone,5,314.31,0.0,18.8,2024,5,May,2024-05,0.05981355986128345,2024-05
ORD-00179,2024-09-20,Home Office,South,Illinois,Miami,Furniture,Furnishings,Wooden Bookcase,10,208.26,0.2,4.34,2024,9,Sep,2024-09,0.02083933544607702,2024-09
ORD-00180,2023-01-21,Corporate,West,Illinois,Columbus,Technology,Phones,USB Hub,10,1340.29,0.3,205.97,2023,1,Jan,2023-01,0.1536756970506383,2023-01
ORD-00181,2023-08-30,Corporate,West,Illinois,Los Angeles,Furniture,Tables,Desk Lamp,10,394.53,0.2,67.16,2023,8,Aug,2023-08,0.17022786606848656,2023-08
ORD-00182,2025-05-05,Home Office,South,California,Miami,Technology,Accessories,Smartphone,3,176.43,0.3,20.25,2025,5,May,2025-05,0.11477639857167148,2025-05
ORD-00183,2024-10-25,Home Office,Central,Illinois,New York City,Furniture,Bookcases,Wooden Bookcase,1,1435.62,0.15,134.96,2024,10,Oct,2024-10,0.09400816372020453,2024-10
ORD-00184,2024-03-17,Home Office,South,New York,Miami,Technology,Copiers,Laser Printer,5,833.43,0.2,2.81,2024,3,Mar,2024-03,0.0033716088933683696,2024-03
ORD-00185,2023-11-25,Consumer,Central,Washington,Atlanta,Technology,Copiers,Photocopier,2,1007.68,0.0,109.58,2023,11,Nov,2023-11,0.10874483963162909,2023-11
ORD-00186,2024-01-05,Home Office,East,Washington,Columbus,Furniture,Chairs,Office Chair,10,1202.1,0.05,306.95,2024,1,Jan,2024-01,0.25534481324349056,2024-01
ORD-00187,2024-06-06,Corporate,West,Georgia,Atlanta,Furniture,Furnishings,Wooden Bookcase,10,520.64,0.3,8.25,2024,6,Jun,2024-06,0.015845881991395205,2024-06
ORD-00188,2024-02-18,Corporate,East,California,Houston,Technology,Accessories,Photocopier,4,199.82,0.0,50.75,2024,2,Feb,2024-02,0.2539785807226504,2024-02
ORD-00189,2023-05-29,Corporate,West,California,Seattle,Technology,Accessories,Smartphone,5,1468.03,0.15,219.84,2023,5,May,2023-05,0.14975170807136096,2023-05
ORD-00190,2025-02-08,Consumer,Central,Ohio,Miami,Technology,Copiers,Laser Printer,5,1094.45,0.2,31.22,2025,2,Feb,2025-02,0.028525743524144546,2025-02
ORD-00191,2024-12-03,Home Office,Central,Illinois,Los Angeles,Furniture,Tables,Wooden Bookcase,6,856.23,0.15,161.09,2024,12,Dec,2024-12,0.18813870104995153,2024-12
ORD-00192,2024-05-29,Consumer,East,Texas,Atlanta,Furniture,Bookcases,Desk Lamp,1,431.3,0.0,108.84,2024,5,May,2024-05,0.2523533503361929,2024-05
ORD-00193,2025-07-11,Home Office,West,Ohio,Seattle,Furniture,Tables,Office Chair,2,545.97,0.2,85.69,2025,7,Jul,2025-07,0.15695001556862098,2025-07
ORD-00194,2025-11-09,Consumer,Central,Ohio,Columbus,Office Supplies,Paper,Marker Set,3,1266.12,0.1,188.95,2025,11,Nov,2025-11,0.14923545951410608,2025-11
ORD-00195,2023-08-15,Corporate,West,Texas,Atlanta,Technology,Phones,Photocopier,10,599.46,0.1,119.79,2023,8,Aug,2023-08,0.19982984686217595,2023-08
ORD-00196,2024-08-05,Consumer,Central,Illinois,Miami,Office Supplies,Art,Marker Set,4,774.96,0.15,32.58,2024,8,Aug,2024-08,0.04204087952926602,2024-08
ORD-00197,2023-07-30,Home Office,South,Washington,Miami,Office Supplies,Paper,Copy Paper,6,1049.22,0.15,257.18,2023,7,Jul,2023-07,0.2451154190732163,2023-07
ORD-00198,2024-04-25,Consumer,West,Ohio,Seattle,Technology,Copiers,USB Hub,2,569.7,0.0,133.49,2024,4,Apr,2024-04,0.23431630682815516,2024-04
ORD-00199,2024-10-21,Corporate,Central,California,Los Angeles,Furniture,Furnishings,Conference Table,6,1486.87,0.15,199.13,2024,10,Oct,2024-10,0.1339256290058983,2024-10
ORD-00200,2025-08-30,Home Office,Central,Texas,Houston,Furniture,Chairs,Desk Lamp,1,887.0,0.1,136.58,2025,8,Aug,2025-08,0.15397970687711388,2025-08
ORD-00201,2024-08-03,Corporate,East,New York,Columbus,Technology,Phones,Laser Printer,5,731.74,0.1,161.2,2024,8,Aug,2024-08,0.22029682674173884,2024-08
ORD-00202,2024-09-03,Consumer,South,California,Atlanta,Office Supplies,Art,Copy Paper,6,104.77,0.0,8.4,2024,9,Sep,2024-09,0.0801756227927842,2024-09
ORD-00203,2024-02-18,Corporate,East,Georgia,Miami,Furniture,Furnishings,Office Chair,6,407.32,0.0,105.27,2024,2,Feb,2024-02,0.2584454482961799,2024-02
ORD-00204,2024-08-18,Consumer,Central,Ohio,Miami,Office Supplies,Paper,Ring Binder,2,1361.53,0.0,234.81,2024,8,Aug,2024-08,0.1724603938216565,2024-08
ORD-00205,2025-08-01,Home Office,West,Georgia,New York City,Technology,Accessories,Wireless Keyboard,7,602.3,0.1,89.58,2025,8,Aug,2025-08,0.14872986883612818,2025-08
ORD-00206,2025-09-10,Home Office,East,Illinois,New York City,Furniture,Tables,Office Chair,1,706.62,0.3,75.99,2025,9,Sep,2025-09,0.10754012057400016,2025-09
ORD-00207,2025-10-13,Corporate,Central,Florida,Seattle,Furniture,Chairs,Conference Table,7,1031.96,0.1,262.27,2025,10,Oct,2025-10,0.2541474475754874,2025-10
ORD-00208,2025-08-23,Consumer,South,Ohio,Los Angeles,Office Supplies,Storage,Ring Binder,6,1273.44,0.1,49.93,2025,8,Aug,2025-08,0.0392087573815806,2025-08
ORD-00209,2024-09-28,Home Office,East,Georgia,Atlanta,Furniture,Tables,Conference Table,7,827.24,0.0,138.87,2024,9,Sep,2024-09,0.16787147623422466,2024-09
ORD-00210,2023-10-04,Home Office,South,California,Atlanta,Office Supplies,Storage,Storage Box,4,826.37,0.2,166.64,2023,10,Oct,2023-10,0.20165301257306048,2023-10
ORD-00211,2025-09-27,Home Office,West,Florida,Columbus,Furniture,Bookcases,Conference Table,8,1477.78,0.2,43.93,2025,9,Sep,2025-09,0.029727022966882757,2025-09
ORD-00212,2025-02-12,Home Office,Central,Texas,Miami,Office Supplies,Storage,Marker Set,7,992.03,0.2,39.62,2025,2,Feb,2025-02,0.03993830831728879,2025-02
ORD-00213,2023-06-13,Consumer,East,Georgia,Atlanta,Technology,Machines,Photocopier,5,959.18,0.2,28.36,2023,6,Jun,2023-06,0.02956692174565775,2023-06
ORD-00214,2025-02-13,Corporate,West,Ohio,Miami,Office Supplies,Paper,Marker Set,3,557.39,0.2,10.11,2025,2,Feb,2025-02,0.018138107967491345,2025-02
ORD-00215,2024-09-04,Home Office,West,Illinois,Atlanta,Furniture,Bookcases,Desk Lamp,4,1201.92,0.3,239.7,2024,9,Sep,2024-09,0.19943091054313097,2024-09
ORD-00216,2024-10-31,Consumer,South,Illinois,Seattle,Technology,Accessories,Smartphone,2,265.61,0.2,29.77,2024,10,Oct,2024-10,0.11208162343285268,2024-10
ORD-00217,2025-07-18,Consumer,South,California,Miami,Technology,Phones,Smartphone,10,137.52,0.15,1.89,2025,7,Jul,2025-07,0.013743455497382198,2025-07
ORD-00218,2025-07-31,Home Office,West,Florida,Los Angeles,Office Supplies,Paper,Storage Box,9,549.54,0.1,117.46,2025,7,Jul,2025-07,0.21374240273683445,2025-07
ORD-00219,2025-09-07,Consumer,West,Texas,Columbus,Office Supplies,Labels,Marker Set,3,230.12,0.05,29.88,2025,9,Sep,2025-09,0.12984529810533635,2025-09
ORD-00220,2024-09-11,Consumer,West,Ohio,Los Angeles,Furniture,Bookcases,Desk Lamp,3,66.05,0.15,2.37,2024,9,Sep,2024-09,0.03588190764572294,2024-09
ORD-00221,2025-05-04,Home Office,West,Florida,Los Angeles,Technology,Machines,Smartphone,3,1047.34,0.1,104.3,2025,5,May,2025-05,0.09958561689613689,2025-05
ORD-00222,2024-04-04,Corporate,Central,Ohio,Miami,Technology,Phones,USB Hub,1,1153.78,0.2,181.05,2024,4,Apr,2024-04,0.15691899668914353,2024-04
ORD-00223,2025-06-06,Home Office,South,Washington,New York City,Furniture,Tables,Wooden Bookcase,6,355.56,0.05,22.87,2025,6,Jun,2025-06,0.06432107098661267,2025-06
ORD-00224,2023-06-03,Corporate,West,California,Los Angeles,Technology,Accessories,Laser Printer,6,434.46,0.2,2.66,2023,6,Jun,2023-06,0.006122542926851725,2023-06
ORD-00225,2025-12-22,Home Office,West,Florida,Chicago,Office Supplies,Storage,Ring Binder,9,471.03,0.2,3.52,2025,12,Dec,2025-12,0.007472984735579475,2025-12
ORD-00226,2023-09-22,Corporate,West,Georgia,Los Angeles,Office Supplies,Labels,Address Labels,1,713.78,0.05,125.05,2023,9,Sep,2023-09,0.17519403737846395,2023-09
ORD-00227,2024-11-25,Corporate,West,New York,Miami,Technology,Accessories,Smartphone,1,442.23,0.1,27.48,2024,11,Nov,2024-11,0.062139610609863644,2024-11
ORD-00228,2025-10-09,Consumer,Central,Georgia,Miami,Furniture,Bookcases,Office Chair,9,1366.25,0.15,218.34,2025,10,Oct,2025-10,0.15980969807868253,2025-10
ORD-00229,2023-06-23,Corporate,South,Washington,Atlanta,Furniture,Furnishings,Office Chair,9,524.41,0.0,46.8,2023,6,Jun,2023-06,0.08924314944413722,2023-06
ORD-00230,2023-12-14,Home Office,Central,New York,Miami,Office Supplies,Art,Ring Binder,4,589.08,0.1,83.94,2023,12,Dec,2023-12,0.1424933795070279,2023-12
ORD-00231,2023-08-02,Corporate,Central,Georgia,Seattle,Office Supplies,Storage,Ring Binder,9,24.32,0.0,4.59,2023,8,Aug,2023-08,0.18873355263157893,2023-08
ORD-00232,2025-01-22,Consumer,Central,California,Chicago,Technology,Copiers,Wireless Keyboard,3,310.22,0.15,26.07,2025,1,Jan,2025-01,0.08403713493649667,2025-01
ORD-00233,2024-07-08,Corporate,Central,Ohio,Los Angeles,Furniture,Chairs,Conference Table,4,179.88,0.05,38.73,2024,7,Jul,2024-07,0.21531020680453636,2024-07
ORD-00234,2025-03-27,Consumer,East,Ohio,Los Angeles,Office Supplies,Paper,Storage Box,9,1230.95,0.1,262.97,2025,3,Mar,2025-03,0.21363174783703645,2025-03
ORD-00235,2023-05-07,Consumer,East,New York,New York City,Technology,Phones,Laser Printer,1,597.01,0.15,112.0,2023,5,May,2023-05,0.18760154771276863,2023-05
ORD-00236,2023-04-13,Corporate,West,California,Chicago,Furniture,Furnishings,Office Chair,10,1087.66,0.2,-44.89,2023,4,Apr,2023-04,-0.04127208870419065,2023-04
ORD-00237,2025-09-16,Corporate,South,Florida,Houston,Technology,Machines,Smartphone,1,695.23,0.05,43.36,2025,9,Sep,2025-09,0.06236784948865843,2025-09
ORD-00238,2025-08-16,Consumer,East,New York,Seattle,Furniture,Chairs,Desk Lamp,9,976.75,0.2,114.75,2025,8,Aug,2025-08,0.11748144356283594,2025-08
ORD-00239,2024-03-29,Home Office,Central,Washington,Miami,Technology,Accessories,Smartphone,5,1355.63,0.0,234.27,2024,3,Mar,2024-03,0.17281264061727758,2024-03
ORD-00240,2025-09-12,Consumer,West,New York,New York City,Furniture,Chairs,Conference Table,5,202.04,0.1,16.66,2025,9,Sep,2025-09,0.08245891902593547,2025-09
ORD-00241,2024-02-24,Corporate,Central,Ohio,New York City,Furniture,Tables,Desk Lamp,3,134.87,0.1,28.15,2024,2,Feb,2024-02,0.20871950767405648,2024-02
ORD-00242,2025-12-22,Consumer,West,Florida,Seattle,Office Supplies,Storage,Storage Box,7,491.92,0.1,46.89,2025,12,Dec,2025-12,0.09532037729712148,2025-12
ORD-00243,2023-01-07,Consumer,East,Georgia,Miami,Furniture,Furnishings,Wooden Bookcase,4,86.27,0.2,18.44,2023,1,Jan,2023-01,0.2137475368030602,2023-01
ORD-00244,2023-05-06,Home Office,West,New York,New York City,Office Supplies,Art,Copy Paper,1,169.86,0.2,11.55,2023,5,May,2023-05,0.06799717414341222,2023-05
ORD-00245,2025-07-14,Consumer,Central,Illinois,Houston,Office Supplies,Binders,Marker Set,8,1466.63,0.1,97.19,2025,7,Jul,2025-07,0.06626756578005359,2025-07
ORD-00246,2023-05-05,Corporate,East,New York,Houston,Office Supplies,Storage,Storage Box,5,448.08,0.3,-43.32,2023,5,May,2023-05,-0.09667916443492235,2023-05
ORD-00247,2024-01-04,Consumer,East,Florida,Houston,Furniture,Bookcases,Wooden Bookcase,4,65.79,0.3,3.35,2024,1,Jan,2024-01,0.05091959264325885,2024-01
ORD-00248,2023-12-09,Consumer,East,Illinois,Columbus,Furniture,Chairs,Office Chair,3,547.15,0.2,95.95,2023,12,Dec,2023-12,0.17536324591062782,2023-12
ORD-00249,2023-12-25,Home Office,West,Illinois,Miami,Furniture,Tables,Wooden Bookcase,4,533.97,0.1,26.6,2023,12,Dec,2023-12,0.049815532707830026,2023-12
ORD-00250,2023-04-14,Consumer,West,New York,Chicago,Technology,Accessories,Laser Printer,6,862.68,0.15,44.57,2023,4,Apr,2023-04,0.05166458014559281,2023-04
ORD-00251,2023-03-05,Home Office,West,Ohio,New York City,Furniture,Chairs,Office Chair,5,906.7,0.05,135.55,2023,3,Mar,2023-03,0.14949818021396272,2023-03
ORD-00252,2024-07-11,Consumer,Central,California,Atlanta,Office Supplies,Storage,Marker Set,10,1417.18,0.0,221.67,2024,7,Jul,2024-07,0.15641626328342198,2024-07
ORD-00253,2024-02-11,Corporate,East,New York,Los Angeles,Office Supplies,Paper,Marker Set,9,556.16,0.15,114.86,2024,2,Feb,2024-02,0.2065233026467204,2024-02
ORD-00254,2023-04-26,Home Office,South,Illinois,Unknown,Technology,Machines,Photocopier,1,967.49,0.05,89.48,2023,4,Apr,2023-04,0.0924867440490341,2023-04
ORD-00255,2023-10-14,Consumer,Central,Washington,Columbus,Technology,Machines,USB Hub,7,48.29,0.1,7.82,2023,10,Oct,2023-10,0.1619382895009319,2023-10
ORD-00256,2024-11-26,Corporate,West,Ohio,Chicago,Office Supplies,Paper,Copy Paper,9,1194.22,0.3,-99.18,2024,11,Nov,2024-11,-0.08305002428363284,2024-11
ORD-00257,2023-01-01,Consumer,Central,Florida,Los Angeles,Technology,Accessories,Laser Printer,5,28.39,0.3,2.49,2023,1,Jan,2023-01,0.08770693906305038,2023-01
ORD-00258,2025-03-12,Home Office,East,Washington,Atlanta,Furniture,Furnishings,Wooden Bookcase,4,622.52,0.0,81.07,2025,3,Mar,2025-03,0.13022874767075757,2025-03
ORD-00259,2023-12-24,Home Office,East,Illinois,Chicago,Furniture,Chairs,Desk Lamp,2,133.76,0.1,25.06,2023,12,Dec,2023-12,0.18735047846889952,2023-12
ORD-00260,2024-05-22,Home Office,Central,Georgia,Seattle,Office Supplies,Paper,Copy Paper,2,435.89,0.2,88.58,2024,5,May,2024-05,0.2032164078093097,2024-05
ORD-00261,2025-07-01,Consumer,South,Illinois,Seattle,Technology,Accessories,USB Hub,9,344.53,0.0,34.23,2025,7,Jul,2025-07,0.09935274141584187,2025-07
ORD-00262,2025-10-30,Corporate,Central,Washington,Seattle,Furniture,Tables,Wooden Bookcase,4,944.68,0.0,195.55,2025,10,Oct,2025-10,0.20700131261379517,2025-10
ORD-00263,2024-12-03,Corporate,West,Washington,Columbus,Office Supplies,Art,Address Labels,4,231.46,0.2,9.9,2024,12,Dec,2024-12,0.04277196923874536,2024-12
ORD-00264,2025-05-22,Home Office,West,Texas,Seattle,Office Supplies,Paper,Copy Paper,1,490.03,0.0,82.11,2025,5,May,2025-05,0.1675611697243026,2025-05
ORD-00265,2025-07-28,Consumer,West,California,Columbus,Office Supplies,Binders,Copy Paper,9,142.42,0.3,27.15,2025,7,Jul,2025-07,0.19063333801432383,2025-07
ORD-00266,2025-06-29,Corporate,West,Florida,Miami,Furniture,Bookcases,Conference Table,3,662.05,0.3,-25.04,2025,6,Jun,2025-06,-0.03782191677365758,2025-06
ORD-00267,2024-09-23,Consumer,South,Texas,Chicago,Furniture,Chairs,Conference Table,7,26.46,0.0,5.66,2024,9,Sep,2024-09,0.21390778533635676,2024-09
ORD-00268,2025-03-03,Home Office,South,California,Miami,Furniture,Furnishings,Desk Lamp,9,175.94,0.2,30.5,2025,3,Mar,2025-03,0.1733545526884165,2025-03
ORD-00269,2023-08-15,Consumer,South,Florida,Atlanta,Furniture,Tables,Desk Lamp,9,97.49,0.2,4.25,2023,8,Aug,2023-08,0.043594214791260646,2023-08
ORD-00270,2025-08-09,Corporate,Central,Ohio,New York City,Technology,Accessories,Smartphone,6,339.3,0.15,51.79,2025,8,Aug,2025-08,0.15263778367226644,2025-08
ORD-00271,2024-06-23,Consumer,South,Florida,Columbus,Technology,Copiers,Wireless Keyboard,8,712.87,0.1,40.97,2024,6,Jun,2024-06,0.05747190932428072,2024-06
ORD-00272,2025-12-03,Consumer,East,Ohio,Houston,Furniture,Chairs,Office Chair,5,1038.31,0.0,269.49,2025,12,Dec,2025-12,0.25954676349067235,2025-12
ORD-00273,2023-04-21,Home Office,East,New York,Los Angeles,Furniture,Furnishings,Conference Table,6,805.79,0.1,15.37,2023,4,Apr,2023-04,0.019074448677695182,2023-04
ORD-00274,2025-02-22,Home Office,East,California,Miami,Office Supplies,Art,Copy Paper,1,791.52,0.3,36.67,2025,2,Feb,2025-02,0.04632858297958359,2025-02
ORD-00275,2024-10-26,Home Office,East,Illinois,Columbus,Technology,Machines,Smartphone,1,1113.76,0.0,220.11,2024,10,Oct,2024-10,0.19762785519321938,2024-10
ORD-00276,2023-11-03,Home Office,Central,Washington,Miami,Technology,Phones,Photocopier,9,829.51,0.2,116.38,2023,11,Nov,2023-11,0.14029969500066303,2023-11
ORD-00277,2024-05-03,Consumer,West,Georgia,New York City,Furniture,Tables,Wooden Bookcase,2,912.87,0.1,18.4,2024,5,May,2024-05,0.020156210632401108,2024-05
ORD-00278,2024-06-23,Corporate,West,Georgia,Miami,Office Supplies,Binders,Address Labels,6,561.21,0.0,53.34,2024,6,Jun,2024-06,0.09504463569786711,2024-06
ORD-00279,2024-04-05,Home Office,South,Illinois,New York City,Office Supplies,Binders,Copy Paper,5,800.35,0.3,-31.0,2024,4,Apr,2024-04,-0.038733054288748674,2024-04
ORD-00280,2024-07-12,Corporate,West,Ohio,Atlanta,Furniture,Chairs,Wooden Bookcase,9,1041.2,0.15,220.46,2024,7,Jul,2024-07,0.21173645793315404,2024-07
ORD-00281,2023-01-15,Corporate,East,California,Houston,Furniture,Bookcases,Desk Lamp,10,1025.84,0.0,116.11,2023,1,Jan,2023-01,0.11318529205334166,2023-01
ORD-00282,2024-06-03,Corporate,South,Ohio,New York City,Office Supplies,Paper,Address Labels,1,222.76,0.3,18.37,2024,6,Jun,2024-06,0.08246543365056563,2024-06
ORD-00283,2024-03-21,Home Office,South,Florida,Atlanta,Office Supplies,Binders,Marker Set,9,344.29,0.1,83.54,2024,3,Mar,2024-03,0.24264428243631822,2024-03
ORD-00284,2025-03-07,Home Office,East,Florida,Miami,Office Supplies,Paper,Copy Paper,2,1053.5,0.05,252.83,2025,3,Mar,2025-03,0.2399905078310394,2025-03
ORD-00285,2025-04-12,Home Office,East,Georgia,Miami,Furniture,Tables,Desk Lamp,7,1176.4,0.3,79.22,2025,4,Apr,2025-04,0.06734104046242774,2025-04
ORD-00286,2023-06-20,Corporate,West,Illinois,Miami,Furniture,Chairs,Conference Table,5,348.67,0.05,77.34,2023,6,Jun,2023-06,0.22181432299882411,2023-06
ORD-00287,2023-01-10,Home Office,South,California,Chicago,Technology,Accessories,USB Hub,4,447.55,0.05,103.68,2023,1,Jan,2023-01,0.23166126689755334,2023-01
ORD-00288,2024-12-18,Consumer,Central,New York,Miami,Furniture,Chairs,Wooden Bookcase,1,1185.57,0.05,196.53,2024,12,Dec,2024-12,0.1657683645841241,2024-12
ORD-00289,2023-11-11,Home Office,East,Texas,Chicago,Furniture,Tables,Office Chair,9,77.62,0.0,7.01,2023,11,Nov,2023-11,0.09031177531564029,2023-11
ORD-00290,2025-04-03,Home Office,West,Illinois,Atlanta,Furniture,Chairs,Office Chair,3,652.7,0.05,153.08,2025,4,Apr,2025-04,0.23453347632909452,2025-04
ORD-00291,2023-05-12,Corporate,West,Illinois,Chicago,Technology,Machines,Wireless Keyboard,7,724.98,0.1,41.7,2023,5,May,2023-05,0.057518828105602916,2023-05
ORD-00292,2024-04-19,Corporate,West,Washington,Columbus,Furniture,Furnishings,Wooden Bookcase,4,456.96,0.2,57.71,2024,4,Apr,2024-04,0.12629114145658263,2024-04
ORD-00293,2025-10-24,Corporate,West,Texas,Chicago,Technology,Copiers,USB Hub,3,783.18,0.1,28.15,2025,10,Oct,2025-10,0.035943205904134426,2025-10
ORD-00294,2025-04-04,Consumer,East,Illinois,Columbus,Furniture,Chairs,Wooden Bookcase,9,110.77,0.05,22.85,2025,4,Apr,2025-04,0.20628328969937712,2025-04
ORD-00295,2023-12-08,Home Office,Central,Florida,New York City,Technology,Accessories,USB Hub,4,1450.93,0.0,293.81,2023,12,Dec,2023-12,0.2024977083663581,2023-12
ORD-00296,2025-05-18,Corporate,East,Texas,Columbus,Furniture,Chairs,Wooden Bookcase,9,394.16,0.05,25.78,2025,5,May,2025-05,0.06540491171098031,2025-05
ORD-00297,2023-08-01,Corporate,South,Georgia,Atlanta,Technology,Accessories,Photocopier,6,894.14,0.15,10.92,2023,8,Aug,2023-08,0.012212852573422507,2023-08
ORD-00298,2023-01-10,Consumer,South,Ohio,Los Angeles,Office Supplies,Storage,Copy Paper,6,412.68,0.15,20.48,2023,1,Jan,2023-01,0.04962682950470098,2023-01
ORD-00299,2024-07-16,Consumer,Central,California,Seattle,Furniture,Chairs,Conference Table,4,1459.18,0.1,98.59,2024,7,Jul,2024-07,0.06756534491974944,2024-07
ORD-00300,2024-05-23,Home Office,South,Washington,Houston,Technology,Machines,Smartphone,9,425.63,0.2,17.18,2024,5,May,2024-05,0.040363696168033265,2024-05
ORD-00301,2024-07-14,Home Office,Central,New York,Los Angeles,Office Supplies,Art,Marker Set,7,832.98,0.05,119.37,2024,7,Jul,2024-07,0.14330476121875677,2024-07
ORD-00302,2025-04-05,Corporate,South,Florida,New York City,Office Supplies,Binders,Storage Box,1,1455.98,0.1,85.61,2025,4,Apr,2025-04,0.05879888460006319,2025-04
ORD-00303,2023-07-12,Home Office,Central,California,Atlanta,Technology,Accessories,Smartphone,5,1083.31,0.2,-9.5,2023,7,Jul,2023-07,-0.008769419649038596,2023-07
ORD-00304,2024-03-27,Corporate,West,New York,New York City,Technology,Machines,Photocopier,7,488.49,0.2,67.54,2024,3,Mar,2024-03,0.1382628098835186,2024-03
ORD-00305,2024-05-14,Home Office,West,Washington,New York City,Office Supplies,Storage,Copy Paper,8,96.72,0.1,8.78,2024,5,May,2024-05,0.09077750206782464,2024-05
ORD-00306,2025-04-25,Consumer,East,California,Chicago,Technology,Copiers,Smartphone,5,121.16,0.2,6.35,2025,4,Apr,2025-04,0.052410036315615714,2025-04
ORD-00307,2024-03-27,Home Office,South,Texas,Columbus,Technology,Accessories,USB Hub,1,969.77,0.15,160.5,2024,3,Mar,2024-03,0.1655031605432216,2024-03
ORD-00308,2025-04-10,Corporate,West,Florida,Chicago,Technology,Copiers,USB Hub,10,1373.8,0.0,210.92,2025,4,Apr,2025-04,0.1535303537632843,2025-04
ORD-00309,2024-02-29,Consumer,West,Ohio,Los Angeles,Office Supplies,Paper,Address Labels,1,532.86,0.05,53.63,2024,2,Feb,2024-02,0.10064557294598957,2024-02
ORD-00310,2023-06-15,Corporate,East,Florida,Atlanta,Furniture,Bookcases,Desk Lamp,6,233.03,0.1,7.76,2023,6,Jun,2023-06,0.03330043342058962,2023-06
ORD-00311,2024-01-02,Home Office,West,New York,Miami,Technology,Phones,Photocopier,2,415.76,0.0,113.07,2024,1,Jan,2024-01,0.2719597844910525,2024-01
